pair_id,language,difficulty,snippet_i,snippet_j,human_preference,valid,strict_choice,strict_correct,margin_AB,margin_BA,c,b,tie_c,boundary,bc_rule_evaluable,bc_valid_prediction,bc_rule_violation,d_choice,d_correct,ab_correct,ba_correct,ocr_correct,selected_model
ext_dorn_cuda_medium_01147,cuda,medium,dorn_cuda_033,dorn_cuda_059,dorn_cuda_059,False,,False,-7.75,-3.5,-2.125,-5.625,False,False,True,False,False,dorn_cuda_059,True,True,False,False,linear_regression
ext_dorn_cuda_medium_01148,cuda,medium,dorn_cuda_029,dorn_cuda_091,dorn_cuda_091,True,dorn_cuda_091,True,-13.0,17.5,-15.25,2.25,False,False,True,True,False,dorn_cuda_091,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01149,cuda,medium,dorn_cuda_082,dorn_cuda_102,dorn_cuda_102,False,,False,3.75,2.5,0.625,3.125,False,False,True,False,False,dorn_cuda_082,False,False,True,True,linear_regression
ext_dorn_cuda_medium_01150,cuda,medium,dorn_cuda_008,dorn_cuda_039,dorn_cuda_008,True,dorn_cuda_008,True,6.5,-5.5,6.0,0.5,False,False,True,True,False,dorn_cuda_008,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01151,cuda,medium,dorn_cuda_054,dorn_cuda_106,dorn_cuda_106,True,dorn_cuda_106,True,-8.25,11.25,-9.75,1.5,False,False,True,True,False,dorn_cuda_106,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01152,cuda,medium,dorn_cuda_023,dorn_cuda_080,dorn_cuda_080,True,dorn_cuda_080,True,-15.5,9.75,-12.625,-2.875,False,False,True,True,False,dorn_cuda_080,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01153,cuda,medium,dorn_cuda_066,dorn_cuda_083,dorn_cuda_083,True,dorn_cuda_066,False,16.75,-20.5,18.625,-1.875,False,False,True,True,False,dorn_cuda_066,False,False,False,False,linear_regression
ext_dorn_cuda_medium_01154,cuda,medium,dorn_cuda_066,dorn_cuda_095,dorn_cuda_095,False,,False,-4.5,-8.25,1.875,-6.375,False,False,True,False,False,dorn_cuda_066,False,True,False,False,linear_regression
ext_dorn_cuda_medium_01155,cuda,medium,dorn_cuda_112,dorn_cuda_113,dorn_cuda_113,True,dorn_cuda_113,True,-17.0,2.0,-9.5,-7.5,False,False,True,True,False,dorn_cuda_113,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01156,cuda,medium,dorn_cuda_040,dorn_cuda_070,dorn_cuda_040,True,dorn_cuda_070,False,-8.0,3.25,-5.625,-2.375,False,False,True,True,False,dorn_cuda_070,False,False,False,False,linear_regression
ext_dorn_cuda_medium_01157,cuda,medium,dorn_cuda_061,dorn_cuda_082,dorn_cuda_061,True,dorn_cuda_061,True,1.25,-12.75,7.0,-5.75,False,False,True,True,False,dorn_cuda_061,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01158,cuda,medium,dorn_cuda_059,dorn_cuda_091,dorn_cuda_091,True,dorn_cuda_091,True,-11.5,17.0,-14.25,2.75,False,False,True,True,False,dorn_cuda_091,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01159,cuda,medium,dorn_cuda_003,dorn_cuda_097,dorn_cuda_097,True,dorn_cuda_003,False,13.5,-16.25,14.875,-1.375,False,False,True,True,False,dorn_cuda_003,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01160,cuda,medium,dorn_cuda_000,dorn_cuda_115,dorn_cuda_000,False,,False,-2.75,-14.25,5.75,-8.5,False,False,True,False,False,dorn_cuda_000,True,False,True,True,linear_regression
ext_dorn_cuda_medium_01161,cuda,medium,dorn_cuda_073,dorn_cuda_087,dorn_cuda_073,True,dorn_cuda_073,True,6.75,-2.0,4.375,2.375,False,False,True,True,False,dorn_cuda_073,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01162,cuda,medium,dorn_cuda_070,dorn_cuda_080,dorn_cuda_070,True,dorn_cuda_080,False,-6.0,4.75,-5.375,-0.625,False,False,True,True,False,dorn_cuda_080,False,False,False,False,linear_regression
ext_dorn_cuda_medium_01163,cuda,medium,dorn_cuda_010,dorn_cuda_115,dorn_cuda_010,True,dorn_cuda_010,True,5.25,-17.25,11.25,-6.0,False,False,True,True,False,dorn_cuda_010,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01164,cuda,medium,dorn_cuda_016,dorn_cuda_089,dorn_cuda_089,True,dorn_cuda_089,True,-13.75,14.0,-13.875,0.125,False,False,True,True,False,dorn_cuda_089,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01165,cuda,medium,dorn_cuda_075,dorn_cuda_101,dorn_cuda_101,True,dorn_cuda_101,True,-11.5,9.75,-10.625,-0.875,False,False,True,True,False,dorn_cuda_101,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01166,cuda,medium,dorn_cuda_015,dorn_cuda_071,dorn_cuda_015,True,dorn_cuda_071,False,-10.0,4.5,-7.25,-2.75,False,False,True,True,False,dorn_cuda_071,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01167,cuda,medium,dorn_cuda_013,dorn_cuda_104,dorn_cuda_013,False,,False,-2.75,-9.25,3.25,-6.0,False,False,True,False,False,dorn_cuda_013,True,False,True,False,linear_regression
ext_dorn_cuda_medium_01168,cuda,medium,dorn_cuda_061,dorn_cuda_068,dorn_cuda_068,False,,False,-11.0,-2.0,-4.5,-6.5,False,False,True,False,False,dorn_cuda_068,True,True,False,False,linear_regression
ext_dorn_cuda_medium_01169,cuda,medium,dorn_cuda_070,dorn_cuda_099,dorn_cuda_070,True,dorn_cuda_099,False,-4.0,1.75,-2.875,-1.125,False,False,True,True,False,dorn_cuda_099,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01170,cuda,medium,dorn_cuda_057,dorn_cuda_083,dorn_cuda_057,True,dorn_cuda_057,True,20.0,-25.25,22.625,-2.625,False,False,True,True,False,dorn_cuda_057,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01171,cuda,medium,dorn_cuda_036,dorn_cuda_037,dorn_cuda_037,True,dorn_cuda_036,False,7.25,-14.0,10.625,-3.375,False,False,True,True,False,dorn_cuda_036,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01172,cuda,medium,dorn_cuda_007,dorn_cuda_076,dorn_cuda_076,True,dorn_cuda_076,True,-9.75,9.75,-9.75,0.0,False,False,True,True,False,dorn_cuda_076,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01173,cuda,medium,dorn_cuda_000,dorn_cuda_083,dorn_cuda_083,True,dorn_cuda_000,False,10.25,-24.5,17.375,-7.125,False,False,True,True,False,dorn_cuda_000,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01174,cuda,medium,dorn_cuda_059,dorn_cuda_062,dorn_cuda_062,False,,False,-15.75,-3.75,-6.0,-9.75,False,False,True,False,False,dorn_cuda_062,True,True,False,True,linear_regression
ext_dorn_cuda_medium_01175,cuda,medium,dorn_cuda_023,dorn_cuda_097,dorn_cuda_097,False,,False,-9.25,-9.75,0.25,-9.5,False,False,True,False,False,dorn_cuda_023,False,True,False,True,linear_regression
ext_dorn_cuda_medium_01176,cuda,medium,dorn_cuda_028,dorn_cuda_104,dorn_cuda_028,False,,False,-7.75,-0.5,-3.625,-4.125,False,False,True,False,False,dorn_cuda_104,False,False,True,False,linear_regression
ext_dorn_cuda_medium_01177,cuda,medium,dorn_cuda_041,dorn_cuda_091,dorn_cuda_041,True,dorn_cuda_091,False,-8.75,14.75,-11.75,3.0,False,False,True,True,False,dorn_cuda_091,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01178,cuda,medium,dorn_cuda_009,dorn_cuda_113,dorn_cuda_009,True,dorn_cuda_009,True,4.25,-14.75,9.5,-5.25,False,False,True,True,False,dorn_cuda_009,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01179,cuda,medium,dorn_cuda_004,dorn_cuda_068,dorn_cuda_004,True,dorn_cuda_068,False,-8.0,9.5,-8.75,0.75,False,False,True,True,False,dorn_cuda_068,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01180,cuda,medium,dorn_cuda_015,dorn_cuda_036,dorn_cuda_015,False,,False,-7.75,-6.5,-0.625,-7.125,False,False,True,False,False,dorn_cuda_036,False,False,True,True,linear_regression
ext_dorn_cuda_medium_01181,cuda,medium,dorn_cuda_021,dorn_cuda_097,dorn_cuda_021,False,,False,-7.5,-10.25,1.375,-8.875,False,False,True,False,False,dorn_cuda_021,True,False,True,False,linear_regression
ext_dorn_cuda_medium_01182,cuda,medium,dorn_cuda_081,dorn_cuda_104,dorn_cuda_104,True,dorn_cuda_104,True,-18.25,7.25,-12.75,-5.5,False,False,True,True,False,dorn_cuda_104,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01183,cuda,medium,dorn_cuda_063,dorn_cuda_104,dorn_cuda_104,False,,False,-6.0,-6.75,0.375,-6.375,False,False,True,False,False,dorn_cuda_063,False,True,False,True,linear_regression
ext_dorn_cuda_medium_01184,cuda,medium,dorn_cuda_052,dorn_cuda_080,dorn_cuda_052,True,dorn_cuda_052,True,9.0,-11.0,10.0,-1.0,False,False,True,True,False,dorn_cuda_052,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01185,cuda,medium,dorn_cuda_051,dorn_cuda_098,dorn_cuda_051,True,dorn_cuda_051,True,10.0,-20.75,15.375,-5.375,False,False,True,True,False,dorn_cuda_051,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01186,cuda,medium,dorn_cuda_016,dorn_cuda_067,dorn_cuda_067,True,dorn_cuda_067,True,-12.5,15.0,-13.75,1.25,False,False,True,True,False,dorn_cuda_067,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01187,cuda,medium,dorn_cuda_044,dorn_cuda_052,dorn_cuda_052,True,dorn_cuda_052,True,-9.25,8.75,-9.0,-0.25,False,False,True,True,False,dorn_cuda_052,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01188,cuda,medium,dorn_cuda_011,dorn_cuda_081,dorn_cuda_081,False,,False,-15.75,-6.0,-4.875,-10.875,False,False,True,False,False,dorn_cuda_081,True,True,False,False,linear_regression
ext_dorn_cuda_medium_01189,cuda,medium,dorn_cuda_006,dorn_cuda_093,dorn_cuda_006,True,dorn_cuda_006,True,6.5,-13.25,9.875,-3.375,False,False,True,True,False,dorn_cuda_006,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01190,cuda,medium,dorn_cuda_028,dorn_cuda_065,dorn_cuda_065,True,dorn_cuda_028,False,11.75,-6.25,9.0,2.75,False,False,True,True,False,dorn_cuda_028,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01191,cuda,medium,dorn_cuda_007,dorn_cuda_010,dorn_cuda_007,True,dorn_cuda_010,False,-16.0,1.25,-8.625,-7.375,False,False,True,True,False,dorn_cuda_010,False,False,False,False,linear_regression
ext_dorn_cuda_medium_01192,cuda,medium,dorn_cuda_029,dorn_cuda_035,dorn_cuda_029,False,,False,-1.0,-4.5,1.75,-2.75,False,False,True,False,False,dorn_cuda_029,True,False,True,True,linear_regression
ext_dorn_cuda_medium_01193,cuda,medium,dorn_cuda_008,dorn_cuda_031,dorn_cuda_008,True,dorn_cuda_008,True,12.25,-7.25,9.75,2.5,False,False,True,True,False,dorn_cuda_008,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01194,cuda,medium,dorn_cuda_101,dorn_cuda_112,dorn_cuda_101,True,dorn_cuda_101,True,6.25,-8.5,7.375,-1.125,False,False,True,True,False,dorn_cuda_101,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01195,cuda,medium,dorn_cuda_042,dorn_cuda_066,dorn_cuda_042,False,,False,-1.5,-10.0,4.25,-5.75,False,False,True,False,False,dorn_cuda_042,True,False,True,False,linear_regression
ext_dorn_cuda_medium_01196,cuda,medium,dorn_cuda_021,dorn_cuda_044,dorn_cuda_021,False,,False,-13.5,-1.25,-6.125,-7.375,False,False,True,False,False,dorn_cuda_044,False,False,True,True,linear_regression
ext_dorn_cuda_medium_01197,cuda,medium,dorn_cuda_000,dorn_cuda_071,dorn_cuda_071,False,,False,-12.75,-4.5,-4.125,-8.625,False,False,True,False,False,dorn_cuda_071,True,True,False,True,linear_regression
ext_dorn_cuda_medium_01198,cuda,medium,dorn_cuda_015,dorn_cuda_106,dorn_cuda_106,False,,False,-9.5,-1.75,-3.875,-5.625,False,False,True,False,False,dorn_cuda_106,True,True,False,False,linear_regression
ext_dorn_cuda_medium_01199,cuda,medium,dorn_cuda_016,dorn_cuda_020,dorn_cuda_020,True,dorn_cuda_020,True,-23.0,14.0,-18.5,-4.5,False,False,True,True,False,dorn_cuda_020,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01200,cuda,medium,dorn_cuda_029,dorn_cuda_076,dorn_cuda_076,True,dorn_cuda_076,True,-12.75,9.75,-11.25,-1.5,False,False,True,True,False,dorn_cuda_076,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01201,cuda,medium,dorn_cuda_067,dorn_cuda_102,dorn_cuda_102,False,,False,-2.5,-5.75,1.625,-4.125,False,False,True,False,False,dorn_cuda_067,False,True,False,False,linear_regression
ext_dorn_cuda_medium_01202,cuda,medium,dorn_cuda_070,dorn_cuda_083,dorn_cuda_070,True,dorn_cuda_070,True,16.75,-19.5,18.125,-1.375,False,False,True,True,False,dorn_cuda_070,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01203,cuda,medium,dorn_cuda_046,dorn_cuda_067,dorn_cuda_046,False,,False,-4.5,-4.75,0.125,-4.625,False,False,True,False,False,dorn_cuda_046,True,False,True,False,linear_regression
ext_dorn_cuda_medium_01204,cuda,medium,dorn_cuda_074,dorn_cuda_116,dorn_cuda_116,True,dorn_cuda_116,True,-3.75,6.75,-5.25,1.5,False,False,True,True,False,dorn_cuda_116,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01205,cuda,medium,dorn_cuda_030,dorn_cuda_061,dorn_cuda_061,True,dorn_cuda_061,True,-8.25,1.5,-4.875,-3.375,False,False,True,True,False,dorn_cuda_061,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01206,cuda,medium,dorn_cuda_004,dorn_cuda_009,dorn_cuda_004,True,dorn_cuda_009,False,-11.0,8.75,-9.875,-1.125,False,False,True,True,False,dorn_cuda_009,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01207,cuda,medium,dorn_cuda_027,dorn_cuda_052,dorn_cuda_052,True,dorn_cuda_052,True,-5.25,0.75,-3.0,-2.25,False,False,True,True,False,dorn_cuda_052,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01208,cuda,medium,dorn_cuda_006,dorn_cuda_033,dorn_cuda_033,True,dorn_cuda_006,False,4.75,-2.5,3.625,1.125,False,False,True,True,False,dorn_cuda_006,False,False,False,False,linear_regression
ext_dorn_cuda_medium_01209,cuda,medium,dorn_cuda_065,dorn_cuda_070,dorn_cuda_065,False,,False,-7.5,-5.5,-1.0,-6.5,False,False,True,False,False,dorn_cuda_070,False,False,True,False,linear_regression
ext_dorn_cuda_medium_01210,cuda,medium,dorn_cuda_036,dorn_cuda_110,dorn_cuda_036,True,dorn_cuda_036,True,2.25,-10.0,6.125,-3.875,False,False,True,True,False,dorn_cuda_036,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01211,cuda,medium,dorn_cuda_049,dorn_cuda_105,dorn_cuda_049,True,dorn_cuda_049,True,1.0,-5.25,3.125,-2.125,False,False,True,True,False,dorn_cuda_049,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01212,cuda,medium,dorn_cuda_074,dorn_cuda_104,dorn_cuda_074,True,dorn_cuda_104,False,-0.25,7.5,-3.875,3.625,False,False,True,True,False,dorn_cuda_104,False,False,False,False,linear_regression
ext_dorn_cuda_medium_01213,cuda,medium,dorn_cuda_036,dorn_cuda_099,dorn_cuda_099,False,,False,-10.75,-15.25,2.25,-13.0,False,False,True,False,False,dorn_cuda_036,False,True,False,True,linear_regression
ext_dorn_cuda_medium_01214,cuda,medium,dorn_cuda_044,dorn_cuda_062,dorn_cuda_062,False,,False,-11.25,-7.0,-2.125,-9.125,False,False,True,False,False,dorn_cuda_062,True,True,False,True,linear_regression
ext_dorn_cuda_medium_01215,cuda,medium,dorn_cuda_082,dorn_cuda_092,dorn_cuda_082,True,dorn_cuda_082,True,5.75,-15.25,10.5,-4.75,False,False,True,True,False,dorn_cuda_082,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01216,cuda,medium,dorn_cuda_020,dorn_cuda_078,dorn_cuda_020,True,dorn_cuda_020,True,0.75,-17.5,9.125,-8.375,False,False,True,True,False,dorn_cuda_020,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01217,cuda,medium,dorn_cuda_012,dorn_cuda_057,dorn_cuda_057,True,dorn_cuda_057,True,-15.25,16.0,-15.625,0.375,False,False,True,True,False,dorn_cuda_057,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01218,cuda,medium,dorn_cuda_072,dorn_cuda_078,dorn_cuda_072,False,,False,-11.25,-12.75,0.75,-12.0,False,False,True,False,False,dorn_cuda_072,True,False,True,True,linear_regression
ext_dorn_cuda_medium_01219,cuda,medium,dorn_cuda_003,dorn_cuda_011,dorn_cuda_003,True,dorn_cuda_003,True,6.5,-20.5,13.5,-7.0,False,False,True,True,False,dorn_cuda_003,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01220,cuda,medium,dorn_cuda_064,dorn_cuda_078,dorn_cuda_064,False,,False,-10.75,-9.75,-0.5,-10.25,False,False,True,False,False,dorn_cuda_078,False,False,True,True,linear_regression
ext_dorn_cuda_medium_01221,cuda,medium,dorn_cuda_001,dorn_cuda_061,dorn_cuda_061,False,,False,-9.5,-0.5,-4.5,-5.0,False,False,True,False,False,dorn_cuda_061,True,True,False,False,linear_regression
ext_dorn_cuda_medium_01222,cuda,medium,dorn_cuda_059,dorn_cuda_119,dorn_cuda_119,True,dorn_cuda_119,True,-5.75,8.5,-7.125,1.375,False,False,True,True,False,dorn_cuda_119,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01223,cuda,medium,dorn_cuda_038,dorn_cuda_115,dorn_cuda_115,True,dorn_cuda_115,True,-18.0,5.75,-11.875,-6.125,False,False,True,True,False,dorn_cuda_115,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01224,cuda,medium,dorn_cuda_075,dorn_cuda_080,dorn_cuda_080,True,dorn_cuda_080,True,-15.0,16.75,-15.875,0.875,False,False,True,True,False,dorn_cuda_080,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01225,cuda,medium,dorn_cuda_090,dorn_cuda_119,dorn_cuda_090,False,,False,2.75,9.75,-3.5,6.25,False,False,True,False,False,dorn_cuda_119,False,True,False,False,linear_regression
ext_dorn_cuda_medium_01226,cuda,medium,dorn_cuda_059,dorn_cuda_081,dorn_cuda_059,False,,False,-3.25,-6.75,1.75,-5.0,False,False,True,False,False,dorn_cuda_059,True,False,True,False,linear_regression
ext_dorn_cuda_medium_01227,cuda,medium,dorn_cuda_060,dorn_cuda_100,dorn_cuda_060,True,dorn_cuda_100,False,-11.25,9.5,-10.375,-0.875,False,False,True,True,False,dorn_cuda_100,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01228,cuda,medium,dorn_cuda_101,dorn_cuda_103,dorn_cuda_101,False,,False,-2.25,-3.5,0.625,-2.875,False,False,True,False,False,dorn_cuda_101,True,False,True,True,linear_regression
ext_dorn_cuda_medium_01229,cuda,medium,dorn_cuda_006,dorn_cuda_046,dorn_cuda_046,True,dorn_cuda_006,False,6.5,-3.0,4.75,1.75,False,False,True,True,False,dorn_cuda_006,False,False,False,False,linear_regression
ext_dorn_cuda_medium_01230,cuda,medium,dorn_cuda_044,dorn_cuda_068,dorn_cuda_068,True,dorn_cuda_068,True,-5.0,2.0,-3.5,-1.5,False,False,True,True,False,dorn_cuda_068,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01231,cuda,medium,dorn_cuda_045,dorn_cuda_094,dorn_cuda_094,True,dorn_cuda_094,True,-23.75,14.0,-18.875,-4.875,False,False,True,True,False,dorn_cuda_094,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01232,cuda,medium,dorn_cuda_062,dorn_cuda_080,dorn_cuda_062,False,,False,-3.5,-1.75,-0.875,-2.625,False,False,True,False,False,dorn_cuda_080,False,False,True,False,linear_regression
ext_dorn_cuda_medium_01233,cuda,medium,dorn_cuda_057,dorn_cuda_059,dorn_cuda_057,True,dorn_cuda_057,True,10.75,-9.75,10.25,0.5,False,False,True,True,False,dorn_cuda_057,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01234,cuda,medium,dorn_cuda_002,dorn_cuda_028,dorn_cuda_028,True,dorn_cuda_028,True,-15.0,0.5,-7.75,-7.25,False,False,True,True,False,dorn_cuda_028,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01235,cuda,medium,dorn_cuda_082,dorn_cuda_115,dorn_cuda_082,True,dorn_cuda_115,False,-8.75,0.0,-4.375,-4.375,False,True,False,False,False,dorn_cuda_115,False,False,False,False,linear_regression
ext_dorn_cuda_medium_01236,cuda,medium,dorn_cuda_081,dorn_cuda_083,dorn_cuda_083,True,dorn_cuda_081,False,12.5,-24.5,18.5,-6.0,False,False,True,True,False,dorn_cuda_081,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01237,cuda,medium,dorn_cuda_068,dorn_cuda_085,dorn_cuda_068,True,dorn_cuda_068,True,3.25,-17.5,10.375,-7.125,False,False,True,True,False,dorn_cuda_068,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01238,cuda,medium,dorn_cuda_006,dorn_cuda_025,dorn_cuda_006,False,,False,-3.25,-9.5,3.125,-6.375,False,False,True,False,False,dorn_cuda_006,True,False,True,True,linear_regression
ext_dorn_cuda_medium_01239,cuda,medium,dorn_cuda_032,dorn_cuda_087,dorn_cuda_087,False,,False,-11.25,-12.0,0.375,-11.625,False,False,True,False,False,dorn_cuda_032,False,True,False,False,linear_regression
ext_dorn_cuda_medium_01240,cuda,medium,dorn_cuda_023,dorn_cuda_072,dorn_cuda_023,False,,False,-15.0,-17.5,1.25,-16.25,False,False,True,False,False,dorn_cuda_023,True,False,True,False,linear_regression
ext_dorn_cuda_medium_01241,cuda,medium,dorn_cuda_063,dorn_cuda_105,dorn_cuda_105,True,dorn_cuda_063,False,11.75,-13.5,12.625,-0.875,False,False,True,True,False,dorn_cuda_063,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01242,cuda,medium,dorn_cuda_004,dorn_cuda_027,dorn_cuda_004,True,dorn_cuda_027,False,-9.5,12.75,-11.125,1.625,False,False,True,True,False,dorn_cuda_027,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01243,cuda,medium,dorn_cuda_037,dorn_cuda_113,dorn_cuda_037,True,dorn_cuda_113,False,-16.25,6.25,-11.25,-5.0,False,False,True,True,False,dorn_cuda_113,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01244,cuda,medium,dorn_cuda_046,dorn_cuda_080,dorn_cuda_080,True,dorn_cuda_080,True,-10.25,10.5,-10.375,0.125,False,False,True,True,False,dorn_cuda_080,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01245,cuda,medium,dorn_cuda_011,dorn_cuda_035,dorn_cuda_035,True,dorn_cuda_011,False,7.0,-8.5,7.75,-0.75,False,False,True,True,False,dorn_cuda_011,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01246,cuda,medium,dorn_cuda_060,dorn_cuda_094,dorn_cuda_060,True,dorn_cuda_094,False,-7.5,6.5,-7.0,-0.5,False,False,True,True,False,dorn_cuda_094,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01247,cuda,medium,dorn_cuda_023,dorn_cuda_115,dorn_cuda_023,False,,False,-9.0,-8.25,-0.375,-8.625,False,False,True,False,False,dorn_cuda_115,False,False,True,False,linear_regression
ext_dorn_cuda_medium_01248,cuda,medium,dorn_cuda_005,dorn_cuda_095,dorn_cuda_005,True,dorn_cuda_095,False,-6.0,13.75,-9.875,3.875,False,False,True,True,False,dorn_cuda_095,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01249,cuda,medium,dorn_cuda_003,dorn_cuda_105,dorn_cuda_105,True,dorn_cuda_003,False,6.0,-14.25,10.125,-4.125,False,False,True,True,False,dorn_cuda_003,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01250,cuda,medium,dorn_cuda_079,dorn_cuda_101,dorn_cuda_101,False,,False,-9.0,-9.75,0.375,-9.375,False,False,True,False,False,dorn_cuda_079,False,True,False,True,linear_regression
ext_dorn_cuda_medium_01251,cuda,medium,dorn_cuda_035,dorn_cuda_073,dorn_cuda_073,True,dorn_cuda_073,True,-15.75,9.5,-12.625,-3.125,False,False,True,True,False,dorn_cuda_073,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01252,cuda,medium,dorn_cuda_077,dorn_cuda_103,dorn_cuda_077,True,dorn_cuda_103,False,-12.75,5.5,-9.125,-3.625,False,False,True,True,False,dorn_cuda_103,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01253,cuda,medium,dorn_cuda_090,dorn_cuda_111,dorn_cuda_090,True,dorn_cuda_090,True,8.0,-17.25,12.625,-4.625,False,False,True,True,False,dorn_cuda_090,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01254,cuda,medium,dorn_cuda_012,dorn_cuda_039,dorn_cuda_039,False,,False,-8.0,-2.0,-3.0,-5.0,False,False,True,False,False,dorn_cuda_039,True,True,False,True,linear_regression
ext_dorn_cuda_medium_01255,cuda,medium,dorn_cuda_053,dorn_cuda_072,dorn_cuda_053,False,,False,-13.25,-11.0,-1.125,-12.125,False,False,True,False,False,dorn_cuda_072,False,False,True,False,linear_regression
ext_dorn_cuda_medium_01256,cuda,medium,dorn_cuda_005,dorn_cuda_048,dorn_cuda_005,True,dorn_cuda_048,False,-9.75,11.75,-10.75,1.0,False,False,True,True,False,dorn_cuda_048,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01257,cuda,medium,dorn_cuda_035,dorn_cuda_100,dorn_cuda_100,True,dorn_cuda_100,True,-16.0,11.0,-13.5,-2.5,False,False,True,True,False,dorn_cuda_100,True,True,True,False,linear_regression
ext_dorn_cuda_medium_01258,cuda,medium,dorn_cuda_017,dorn_cuda_052,dorn_cuda_052,True,dorn_cuda_052,True,-9.5,10.5,-10.0,0.5,False,False,True,True,False,dorn_cuda_052,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01259,cuda,medium,dorn_cuda_014,dorn_cuda_112,dorn_cuda_014,True,dorn_cuda_014,True,10.75,-11.5,11.125,-0.375,False,False,True,True,False,dorn_cuda_014,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01260,cuda,medium,dorn_cuda_037,dorn_cuda_105,dorn_cuda_037,True,dorn_cuda_105,False,-9.25,6.25,-7.75,-1.5,False,False,True,True,False,dorn_cuda_105,False,False,False,False,linear_regression
ext_dorn_cuda_medium_01261,cuda,medium,dorn_cuda_052,dorn_cuda_073,dorn_cuda_052,True,dorn_cuda_052,True,9.5,-7.0,8.25,1.25,False,False,True,True,False,dorn_cuda_052,True,True,True,True,linear_regression
ext_dorn_cuda_medium_01262,cuda,medium,dorn_cuda_051,dorn_cuda_105,dorn_cuda_105,True,dorn_cuda_051,False,0.25,-12.25,6.25,-6.0,False,False,True,True,False,dorn_cuda_051,False,False,False,True,linear_regression
ext_dorn_cuda_medium_01263,cuda,medium,dorn_cuda_003,dorn_cuda_048,dorn_cuda_048,False,,False,-4.75,-1.5,-1.625,-3.125,False,False,True,False,False,dorn_cuda_048,True,True,False,True,linear_regression
