contrast_id,base_id,rq0_id,language,score_stratum,variant_i,variant_j,contrast_type,preference_target_variant
rq3g_java_057__c2,rq3g_java_057,rq0_0259,java,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_057__c3,rq3g_java_057,rq0_0259,java,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_057__c4,rq3g_java_057,rq0_0259,java,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_057__c5,rq3g_java_057,rq0_0259,java,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_057__c6,rq3g_java_057,rq0_0259,java,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_058__c1,rq3g_java_058,rq0_0299,java,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_java_058__c2,rq3g_java_058,rq0_0299,java,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_058__c3,rq3g_java_058,rq0_0299,java,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_058__c4,rq3g_java_058,rq0_0299,java,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_058__c5,rq3g_java_058,rq0_0299,java,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_058__c6,rq3g_java_058,rq0_0299,java,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_059__c1,rq3g_java_059,rq0_0144,java,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_java_059__c2,rq3g_java_059,rq0_0144,java,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_059__c3,rq3g_java_059,rq0_0144,java,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_059__c4,rq3g_java_059,rq0_0144,java,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_059__c5,rq3g_java_059,rq0_0144,java,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_059__c6,rq3g_java_059,rq0_0144,java,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_060__c1,rq3g_java_060,rq0_0103,java,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_java_060__c2,rq3g_java_060,rq0_0103,java,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_060__c3,rq3g_java_060,rq0_0103,java,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_060__c4,rq3g_java_060,rq0_0103,java,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_060__c5,rq3g_java_060,rq0_0103,java,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_060__c6,rq3g_java_060,rq0_0103,java,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_061__c1,rq3g_java_061,rq0_0062,java,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_java_061__c2,rq3g_java_061,rq0_0062,java,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_061__c3,rq3g_java_061,rq0_0062,java,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_061__c4,rq3g_java_061,rq0_0062,java,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_061__c5,rq3g_java_061,rq0_0062,java,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_061__c6,rq3g_java_061,rq0_0062,java,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_062__c1,rq3g_java_062,rq0_0163,java,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_java_062__c2,rq3g_java_062,rq0_0163,java,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_062__c3,rq3g_java_062,rq0_0163,java,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_062__c4,rq3g_java_062,rq0_0163,java,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_062__c5,rq3g_java_062,rq0_0163,java,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_062__c6,rq3g_java_062,rq0_0163,java,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_063__c1,rq3g_java_063,rq0_0052,java,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_java_063__c2,rq3g_java_063,rq0_0052,java,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_063__c3,rq3g_java_063,rq0_0052,java,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_063__c4,rq3g_java_063,rq0_0052,java,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_063__c5,rq3g_java_063,rq0_0052,java,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_063__c6,rq3g_java_063,rq0_0052,java,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_064__c1,rq3g_java_064,rq0_0055,java,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_java_064__c2,rq3g_java_064,rq0_0055,java,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_064__c3,rq3g_java_064,rq0_0055,java,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_064__c4,rq3g_java_064,rq0_0055,java,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_064__c5,rq3g_java_064,rq0_0055,java,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_064__c6,rq3g_java_064,rq0_0055,java,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_065__c1,rq3g_java_065,rq0_0083,java,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_java_065__c2,rq3g_java_065,rq0_0083,java,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_065__c3,rq3g_java_065,rq0_0083,java,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_065__c4,rq3g_java_065,rq0_0083,java,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_065__c5,rq3g_java_065,rq0_0083,java,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_065__c6,rq3g_java_065,rq0_0083,java,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_066__c1,rq3g_java_066,rq0_0193,java,mid,golden,ugly_gold,visual_only_gold,golden
rq3g_java_066__c2,rq3g_java_066,rq0_0193,java,mid,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_066__c3,rq3g_java_066,rq0_0193,java,mid,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_066__c4,rq3g_java_066,rq0_0193,java,mid,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_066__c5,rq3g_java_066,rq0_0193,java,mid,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_066__c6,rq3g_java_066,rq0_0193,java,mid,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_067__c1,rq3g_java_067,rq0_0199,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_067__c2,rq3g_java_067,rq0_0199,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_067__c3,rq3g_java_067,rq0_0199,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_067__c4,rq3g_java_067,rq0_0199,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_067__c5,rq3g_java_067,rq0_0199,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_067__c6,rq3g_java_067,rq0_0199,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_068__c1,rq3g_java_068,rq0_0205,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_068__c2,rq3g_java_068,rq0_0205,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_068__c3,rq3g_java_068,rq0_0205,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_068__c4,rq3g_java_068,rq0_0205,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_068__c5,rq3g_java_068,rq0_0205,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_068__c6,rq3g_java_068,rq0_0205,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_069__c1,rq3g_java_069,rq0_0216,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_069__c2,rq3g_java_069,rq0_0216,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_069__c3,rq3g_java_069,rq0_0216,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_069__c4,rq3g_java_069,rq0_0216,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_069__c5,rq3g_java_069,rq0_0216,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_069__c6,rq3g_java_069,rq0_0216,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_070__c1,rq3g_java_070,rq0_0226,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_070__c2,rq3g_java_070,rq0_0226,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_070__c3,rq3g_java_070,rq0_0226,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_070__c4,rq3g_java_070,rq0_0226,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_070__c5,rq3g_java_070,rq0_0226,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_070__c6,rq3g_java_070,rq0_0226,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_071__c1,rq3g_java_071,rq0_0157,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_071__c2,rq3g_java_071,rq0_0157,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_071__c3,rq3g_java_071,rq0_0157,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_071__c4,rq3g_java_071,rq0_0157,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_071__c5,rq3g_java_071,rq0_0157,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_071__c6,rq3g_java_071,rq0_0157,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_072__c1,rq3g_java_072,rq0_0140,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_072__c2,rq3g_java_072,rq0_0140,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_072__c3,rq3g_java_072,rq0_0140,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_072__c4,rq3g_java_072,rq0_0140,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_072__c5,rq3g_java_072,rq0_0140,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_072__c6,rq3g_java_072,rq0_0140,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_073__c1,rq3g_java_073,rq0_0102,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_073__c2,rq3g_java_073,rq0_0102,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_073__c3,rq3g_java_073,rq0_0102,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_073__c4,rq3g_java_073,rq0_0102,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_073__c5,rq3g_java_073,rq0_0102,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_073__c6,rq3g_java_073,rq0_0102,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_074__c1,rq3g_java_074,rq0_0137,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_074__c2,rq3g_java_074,rq0_0137,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_074__c3,rq3g_java_074,rq0_0137,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_074__c4,rq3g_java_074,rq0_0137,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_074__c5,rq3g_java_074,rq0_0137,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_074__c6,rq3g_java_074,rq0_0137,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_075__c1,rq3g_java_075,rq0_0015,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_075__c2,rq3g_java_075,rq0_0015,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_075__c3,rq3g_java_075,rq0_0015,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_075__c4,rq3g_java_075,rq0_0015,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_075__c5,rq3g_java_075,rq0_0015,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_075__c6,rq3g_java_075,rq0_0015,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_076__c1,rq3g_java_076,rq0_0223,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_076__c2,rq3g_java_076,rq0_0223,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_076__c3,rq3g_java_076,rq0_0223,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_076__c4,rq3g_java_076,rq0_0223,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_076__c5,rq3g_java_076,rq0_0223,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_076__c6,rq3g_java_076,rq0_0223,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_077__c1,rq3g_java_077,rq0_0235,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_077__c2,rq3g_java_077,rq0_0235,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_077__c3,rq3g_java_077,rq0_0235,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_077__c4,rq3g_java_077,rq0_0235,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_077__c5,rq3g_java_077,rq0_0235,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_077__c6,rq3g_java_077,rq0_0235,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_078__c1,rq3g_java_078,rq0_0265,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_078__c2,rq3g_java_078,rq0_0265,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_078__c3,rq3g_java_078,rq0_0265,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_078__c4,rq3g_java_078,rq0_0265,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_078__c5,rq3g_java_078,rq0_0265,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_078__c6,rq3g_java_078,rq0_0265,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_079__c1,rq3g_java_079,rq0_0057,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_079__c2,rq3g_java_079,rq0_0057,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_079__c3,rq3g_java_079,rq0_0057,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_079__c4,rq3g_java_079,rq0_0057,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_079__c5,rq3g_java_079,rq0_0057,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_079__c6,rq3g_java_079,rq0_0057,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_080__c1,rq3g_java_080,rq0_0220,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_080__c2,rq3g_java_080,rq0_0220,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_080__c3,rq3g_java_080,rq0_0220,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_080__c4,rq3g_java_080,rq0_0220,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_080__c5,rq3g_java_080,rq0_0220,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_080__c6,rq3g_java_080,rq0_0220,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_081__c1,rq3g_java_081,rq0_0222,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_081__c2,rq3g_java_081,rq0_0222,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_081__c3,rq3g_java_081,rq0_0222,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_081__c4,rq3g_java_081,rq0_0222,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_081__c5,rq3g_java_081,rq0_0222,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_081__c6,rq3g_java_081,rq0_0222,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_082__c1,rq3g_java_082,rq0_0304,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_082__c2,rq3g_java_082,rq0_0304,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_082__c3,rq3g_java_082,rq0_0304,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_082__c4,rq3g_java_082,rq0_0304,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_082__c5,rq3g_java_082,rq0_0304,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_082__c6,rq3g_java_082,rq0_0304,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_083__c1,rq3g_java_083,rq0_0058,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_083__c2,rq3g_java_083,rq0_0058,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_083__c3,rq3g_java_083,rq0_0058,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_083__c4,rq3g_java_083,rq0_0058,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_083__c5,rq3g_java_083,rq0_0058,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_083__c6,rq3g_java_083,rq0_0058,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_084__c1,rq3g_java_084,rq0_0049,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_084__c2,rq3g_java_084,rq0_0049,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_084__c3,rq3g_java_084,rq0_0049,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_084__c4,rq3g_java_084,rq0_0049,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_084__c5,rq3g_java_084,rq0_0049,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_084__c6,rq3g_java_084,rq0_0049,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_085__c1,rq3g_java_085,rq0_0215,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_085__c2,rq3g_java_085,rq0_0215,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_085__c3,rq3g_java_085,rq0_0215,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_085__c4,rq3g_java_085,rq0_0215,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_085__c5,rq3g_java_085,rq0_0215,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_085__c6,rq3g_java_085,rq0_0215,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_086__c1,rq3g_java_086,rq0_0227,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_086__c2,rq3g_java_086,rq0_0227,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_086__c3,rq3g_java_086,rq0_0227,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_086__c4,rq3g_java_086,rq0_0227,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_086__c5,rq3g_java_086,rq0_0227,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_086__c6,rq3g_java_086,rq0_0227,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_087__c1,rq3g_java_087,rq0_0280,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_087__c2,rq3g_java_087,rq0_0280,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_087__c3,rq3g_java_087,rq0_0280,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_087__c4,rq3g_java_087,rq0_0280,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_087__c5,rq3g_java_087,rq0_0280,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_087__c6,rq3g_java_087,rq0_0280,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_088__c1,rq3g_java_088,rq0_0290,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_088__c2,rq3g_java_088,rq0_0290,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_088__c3,rq3g_java_088,rq0_0290,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_088__c4,rq3g_java_088,rq0_0290,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_088__c5,rq3g_java_088,rq0_0290,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_088__c6,rq3g_java_088,rq0_0290,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_089__c1,rq3g_java_089,rq0_0031,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_089__c2,rq3g_java_089,rq0_0031,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_089__c3,rq3g_java_089,rq0_0031,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_089__c4,rq3g_java_089,rq0_0031,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_089__c5,rq3g_java_089,rq0_0031,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_089__c6,rq3g_java_089,rq0_0031,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_090__c1,rq3g_java_090,rq0_0115,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_090__c2,rq3g_java_090,rq0_0115,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_090__c3,rq3g_java_090,rq0_0115,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_090__c4,rq3g_java_090,rq0_0115,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_090__c5,rq3g_java_090,rq0_0115,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_090__c6,rq3g_java_090,rq0_0115,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_091__c1,rq3g_java_091,rq0_0092,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_091__c2,rq3g_java_091,rq0_0092,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_091__c3,rq3g_java_091,rq0_0092,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_091__c4,rq3g_java_091,rq0_0092,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_091__c5,rq3g_java_091,rq0_0092,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_091__c6,rq3g_java_091,rq0_0092,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_092__c1,rq3g_java_092,rq0_0203,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_092__c2,rq3g_java_092,rq0_0203,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_092__c3,rq3g_java_092,rq0_0203,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_092__c4,rq3g_java_092,rq0_0203,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_092__c5,rq3g_java_092,rq0_0203,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_092__c6,rq3g_java_092,rq0_0203,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_093__c1,rq3g_java_093,rq0_0250,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_093__c2,rq3g_java_093,rq0_0250,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_093__c3,rq3g_java_093,rq0_0250,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_093__c4,rq3g_java_093,rq0_0250,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_093__c5,rq3g_java_093,rq0_0250,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_093__c6,rq3g_java_093,rq0_0250,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
rq3g_java_094__c1,rq3g_java_094,rq0_0114,java,high,golden,ugly_gold,visual_only_gold,golden
rq3g_java_094__c2,rq3g_java_094,rq0_0114,java,high,golden,beautiful_trash,semantic_and_visual_aligned,golden
rq3g_java_094__c3,rq3g_java_094,rq0_0114,java,high,golden,ugly_trash,semantic_and_visual_aligned,golden
rq3g_java_094__c4,rq3g_java_094,rq0_0114,java,high,ugly_gold,beautiful_trash,semantic_visual_conflict_primary,ugly_gold
rq3g_java_094__c5,rq3g_java_094,rq0_0114,java,high,ugly_gold,ugly_trash,semantic_only_under_ugly,ugly_gold
rq3g_java_094__c6,rq3g_java_094,rq0_0114,java,high,beautiful_trash,ugly_trash,visual_only_trash,beautiful_trash
