base_id,rq0_id,language,score_stratum,variant,semantic_integrity,visual_quality,source_sha256,image_path,image_width,image_height,source_lines,visual_rows,continuation_rows,char_width,glyph_height,row_height,background,remove_indent,remove_blank_lines,pixel_std,nonblank,image_sha256
rq3g_java_061,rq0_0062,java,mid,golden,gold,clean,1e4cfc5a4e5cd3adbaf0ba04140cd6592373c07d7dbebc3e544e101bf462a289,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_061.png,1028,104,4,4,0,12,15,21,#272822,False,False,40.425744277338104,True,a9a686d2a299495695ad75c56c73ff1b73ffca7640d0f632ee5750a8b858c3ee
rq3g_java_061,rq0_0062,java,mid,ugly_gold,gold,ugly,1e4cfc5a4e5cd3adbaf0ba04140cd6592373c07d7dbebc3e544e101bf462a289,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_061.png,676,76,4,4,0,11,13,15,#ffffff,True,True,70.65482147130308,True,42b7d7b4af2ee205e68964da3e8dc2c2eb1eae36e3b56c06a00a39a2b401e5a9
rq3g_java_061,rq0_0062,java,mid,beautiful_trash,trash,clean,ef0709abd5df3fe27c88919023c8cde09a95640c31145a0cf1e43694a11d887d,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_061.png,1028,167,4,7,3,12,15,21,#272822,False,False,49.03828814113111,True,58c04e8af4888488a185602f9871b659c362d64c0db38af0ef4d2d3c62b16cd9
rq3g_java_061,rq0_0062,java,mid,ugly_trash,trash,ugly,ef0709abd5df3fe27c88919023c8cde09a95640c31145a0cf1e43694a11d887d,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_061.png,676,121,4,7,3,11,13,15,#ffffff,True,True,82.36788882309577,True,1736214d93fe2bbde717cd556d42b577b8c36bdf38b48c7af204c63811ceb070
rq3g_java_062,rq0_0163,java,mid,golden,gold,clean,bcc3f07c69ae6806e8b0c8b2c6e892955d2fc7de7479b06bc6b6bfda57a0b2fa,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_062.png,1028,1070,50,50,0,12,15,21,#272822,False,False,35.54395998609968,True,0bee69b3e6b0d81083d6ca936bb564835ffd2915ead831f632dba1c1e2bd3814
rq3g_java_062,rq0_0163,java,mid,ugly_gold,gold,ugly,bcc3f07c69ae6806e8b0c8b2c6e892955d2fc7de7479b06bc6b6bfda57a0b2fa,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_062.png,676,616,50,40,0,11,13,15,#ffffff,True,True,63.62209664313688,True,844293b38f6cc6282463b30d455b252a776a9672c0df861a17598a46d33a166e
rq3g_java_062,rq0_0163,java,mid,beautiful_trash,trash,clean,8e680716733e677e22a20b671bd8bcc301ceb1ee3d88c7838588455669152530,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_062.png,1028,1238,50,58,8,12,15,21,#272822,False,False,42.82618520675154,True,d44869cf87f8a6b3bf29b080285609961332f39ebd0114405ae4c7137c803ab2
rq3g_java_062,rq0_0163,java,mid,ugly_trash,trash,ugly,8e680716733e677e22a20b671bd8bcc301ceb1ee3d88c7838588455669152530,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_062.png,676,751,50,49,9,11,13,15,#ffffff,True,True,74.02382135615078,True,cd96b8b3fa0e63851dc4414f0f2dae87e3d2217829d86bc0b7608b1855e178b1
rq3g_java_063,rq0_0052,java,mid,golden,gold,clean,e5c286808ecd7495f7fbaea0410824ce850aec9038528c4cc2ae782983a3d715,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_063.png,1028,146,6,6,0,12,15,21,#272822,False,False,36.580674636317475,True,5584c488d92061b81866336bee28e6bca094564d3efa04a4b66fb31712ed59b2
rq3g_java_063,rq0_0052,java,mid,ugly_gold,gold,ugly,e5c286808ecd7495f7fbaea0410824ce850aec9038528c4cc2ae782983a3d715,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_063.png,676,151,6,9,3,11,13,15,#ffffff,True,True,62.51517277193816,True,61fef1425948a6642202245ca09354f1035ed91a5f2a36d33a25c8848f81e730
rq3g_java_063,rq0_0052,java,mid,beautiful_trash,trash,clean,97b3e9d97165da88132261d7a2cdbed1229854e2f604ce6065f32486d46527c0,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_063.png,1028,209,6,9,3,12,15,21,#272822,False,False,46.121579456424776,True,d332a3383fb27d17541348b0f8e55077afa00328033413916db9d7c45c5a6258
rq3g_java_063,rq0_0052,java,mid,ugly_trash,trash,ugly,97b3e9d97165da88132261d7a2cdbed1229854e2f604ce6065f32486d46527c0,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_063.png,676,166,6,10,4,11,13,15,#ffffff,True,True,80.10298325273877,True,90f4a6607f94019f0d944c90704ddd20e107092ea3df8477e9c0d40ea7233343
rq3g_java_064,rq0_0055,java,mid,golden,gold,clean,080c42bb6208e91c47954605040080eaf8224e1a2b4797fd415413fa3a232d86,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_064.png,1028,146,5,6,1,12,15,21,#272822,False,False,37.12804827499915,True,dde7f0525c943c8e0d0316eb9deb90959d2ac813c00f8585900f13add71a46c0
rq3g_java_064,rq0_0055,java,mid,ugly_gold,gold,ugly,080c42bb6208e91c47954605040080eaf8224e1a2b4797fd415413fa3a232d86,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_064.png,676,76,5,4,1,11,13,15,#ffffff,True,True,74.38654754013056,True,240c3b80470f9df715fd14d45a549b09793a9c66ec3d9ee84ab5e90edaa9ee7b
rq3g_java_064,rq0_0055,java,mid,beautiful_trash,trash,clean,df5b7e1fa5c9c2e563598e5febc4c22f3ab3cbbb5ceb6f7af7fd1294cab7eda6,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_064.png,1028,188,5,8,3,12,15,21,#272822,False,False,52.266068062281846,True,b691300c89276736f75eca316b635882e326ac54fb853e87c9c0c2695a59a111
rq3g_java_064,rq0_0055,java,mid,ugly_trash,trash,ugly,df5b7e1fa5c9c2e563598e5febc4c22f3ab3cbbb5ceb6f7af7fd1294cab7eda6,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_064.png,676,121,5,7,4,11,13,15,#ffffff,True,True,89.47829745549866,True,42bc037f075bb868678137cb73257fca399c1650c6192f1bc9e7423e9a35fc0f
rq3g_java_065,rq0_0083,java,mid,golden,gold,clean,aaa302fb9ea8f9d3f4a66636e23f94e47567545b343bae3470f66954fbfb6e1d,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_065.png,1028,272,11,12,1,12,15,21,#272822,False,False,34.96542427337319,True,477e6e0fb737e5bde7118f5ae139e96d6f322543219455cf464690437f528409
rq3g_java_065,rq0_0083,java,mid,ugly_gold,gold,ugly,aaa302fb9ea8f9d3f4a66636e23f94e47567545b343bae3470f66954fbfb6e1d,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_065.png,676,196,11,12,2,11,13,15,#ffffff,True,True,67.55303317110459,True,4d0cea8f195bc25057f8063f271d560dc52ef9813c2bf244bd62e5d98c081639
rq3g_java_065,rq0_0083,java,mid,beautiful_trash,trash,clean,c066dd31347e017f57c9cd3af2f16c7088553bc27dca2ccb4148dd4817ab8e5e,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_065.png,1028,293,11,13,2,12,15,21,#272822,False,False,41.87747724840521,True,e32f8ba284ca2e22749796336b01c829e508a75b1fb4bcc27c27a6e3b99e377d
rq3g_java_065,rq0_0083,java,mid,ugly_trash,trash,ugly,c066dd31347e017f57c9cd3af2f16c7088553bc27dca2ccb4148dd4817ab8e5e,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_065.png,676,181,11,11,3,11,13,15,#ffffff,True,True,78.62997930256381,True,7be56a942805f5afebeb92662f665f213aa600bb5bdc9c96c6ae18d7ae0bebd4
rq3g_java_066,rq0_0193,java,mid,golden,gold,clean,7d2dc8bd92ce7bbc88c3a3c68df74de65fb1af7af9aa13e9c3199a2879a1fa3b,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_066.png,1028,587,27,27,0,12,15,21,#272822,False,False,41.411122828245844,True,38a092518d1177cd9a8ae098035c7b5cba35a1417c86a0316995be4eb287173b
rq3g_java_066,rq0_0193,java,mid,ugly_gold,gold,ugly,7d2dc8bd92ce7bbc88c3a3c68df74de65fb1af7af9aa13e9c3199a2879a1fa3b,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_066.png,676,421,27,27,1,11,13,15,#ffffff,True,True,74.38925374526613,True,1a32c4b5fe9a67bc51222755065620d73b868e9dc0d98e1c0fe38ef442bb4886
rq3g_java_066,rq0_0193,java,mid,beautiful_trash,trash,clean,1ad66ec9fa114b5768353d6e82e2523ab3e0a9d2d3246bd8bb385e3ff3e4824e,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_066.png,1028,608,27,28,1,12,15,21,#272822,False,False,45.35328281160873,True,f18908103783db56b063498682c703673c35a96f66d43f2ceaedd7fb08d48878
rq3g_java_066,rq0_0193,java,mid,ugly_trash,trash,ugly,1ad66ec9fa114b5768353d6e82e2523ab3e0a9d2d3246bd8bb385e3ff3e4824e,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_066.png,676,421,27,27,2,11,13,15,#ffffff,True,True,80.63014865872879,True,cd5a3f930a2a693c9ff959b36f06d4abfc3dc472016fa43b54ff9761f3c03e88
rq3g_java_067,rq0_0199,java,high,golden,gold,clean,7e2fc174ed537d360ea42acaf1411dda8fd506934f0669eaecb8cab62727dc9e,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_067.png,1028,314,14,14,0,12,15,21,#272822,False,False,35.68171527709436,True,4ef6301da184cbe74cb1a716176520401663e85b45413b48c2ced53601f3c593
rq3g_java_067,rq0_0199,java,high,ugly_gold,gold,ugly,7e2fc174ed537d360ea42acaf1411dda8fd506934f0669eaecb8cab62727dc9e,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_067.png,676,226,14,14,0,11,13,15,#ffffff,True,True,72.04281702464776,True,a3cddc8f88334c5a2ba5f55c946f6cc525c39ffab8b4617d480b4cce623df0bf
rq3g_java_067,rq0_0199,java,high,beautiful_trash,trash,clean,81759986d366fc1ba1d32f1e7afb4f425cca3a4dc149672464683305d307877b,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_067.png,1028,377,14,17,3,12,15,21,#272822,False,False,45.19334313746355,True,df161261e916be21c748381bb356dd0da827362ef2953c58eb171c6949dbf026
rq3g_java_067,rq0_0199,java,high,ugly_trash,trash,ugly,81759986d366fc1ba1d32f1e7afb4f425cca3a4dc149672464683305d307877b,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_067.png,676,316,14,20,6,11,13,15,#ffffff,True,True,76.82129175511656,True,7a00db0a18db11171ba884054291432c03f32a92972ec3f01101dca68384da54
rq3g_java_068,rq0_0205,java,high,golden,gold,clean,1070aa96b790228b46e069e77eb252757475a712e5bab000d447e88638180f5e,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_068.png,1028,293,13,13,0,12,15,21,#272822,False,False,38.5450792888986,True,38b2d7c2fe9bc4eac0c9d917a2a445962e85d25de35f4d1ac6608d7e638e7acb
rq3g_java_068,rq0_0205,java,high,ugly_gold,gold,ugly,1070aa96b790228b46e069e77eb252757475a712e5bab000d447e88638180f5e,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_068.png,676,211,13,13,0,11,13,15,#ffffff,True,True,63.26877891266138,True,1877c910bd3b0e1111c09a535aa61ce436768ff632f2c992707d5bf7885a4fb9
rq3g_java_068,rq0_0205,java,high,beautiful_trash,trash,clean,60d13f62f339e95e122fc68ff42066b2795c9d8b233acfd65aba91861b68b57a,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_068.png,1028,293,13,13,0,12,15,21,#272822,False,False,34.59153155600815,True,01b4d2b0ebae7838b5978a62643d563544fdb81ee50e224bb96648c4b6da1965
rq3g_java_068,rq0_0205,java,high,ugly_trash,trash,ugly,60d13f62f339e95e122fc68ff42066b2795c9d8b233acfd65aba91861b68b57a,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_068.png,676,196,13,12,0,11,13,15,#ffffff,True,True,60.22328394779819,True,5b45b686b0e16fbc16f98e2b42b12c722341c3fe012df37ab08c3b87dd4f591f
rq3g_java_069,rq0_0216,java,high,golden,gold,clean,6a06bb4f5d818262cd48d500fa299a2cbc587bcda0fda83c9885a62021591ded,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_069.png,1028,713,29,33,4,12,15,21,#272822,False,False,36.058836945741255,True,91e58bdb617a5bcdb70d7d514a8d2969b3fd01430c7049084ee36b4c2097b8b8
rq3g_java_069,rq0_0216,java,high,ugly_gold,gold,ugly,6a06bb4f5d818262cd48d500fa299a2cbc587bcda0fda83c9885a62021591ded,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_069.png,676,466,29,30,4,11,13,15,#ffffff,True,True,67.24043111187588,True,9795a81b8e7f410b090ffb119441880d3a112c886c7c946d820fc419c9f728ed
rq3g_java_069,rq0_0216,java,high,beautiful_trash,trash,clean,6b39e5eb3e4b798a14dec5d65a33b9bf9b9fd397ee09e8c4923521d4d8b88eec,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_069.png,1028,734,29,34,5,12,15,21,#272822,False,False,45.87652192043627,True,53e8c323cc55e859388a27174bfc05dd4891abb6767bc57b0db8346b1a2b0b8d
rq3g_java_069,rq0_0216,java,high,ugly_trash,trash,ugly,6b39e5eb3e4b798a14dec5d65a33b9bf9b9fd397ee09e8c4923521d4d8b88eec,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_069.png,676,496,29,32,7,11,13,15,#ffffff,True,True,78.18830515463354,True,2d08fd58dd0e7da69414bcce6223f70d385b428c7c924b8ef97bb677a8d3b12e
rq3g_java_070,rq0_0226,java,high,golden,gold,clean,0eb46cb356dc24d146d4c23a04c336be5a158540cbdf797bbe739e1acfe1b540,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_070.png,1028,839,39,39,0,12,15,21,#272822,False,False,30.0639965867959,True,519c0d45611eecfc11a7d424c3e9de15e7142ae3c776e6a217023716c4d86b15
rq3g_java_070,rq0_0226,java,high,ugly_gold,gold,ugly,0eb46cb356dc24d146d4c23a04c336be5a158540cbdf797bbe739e1acfe1b540,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_070.png,676,586,39,38,4,11,13,15,#ffffff,True,True,63.00632491931258,True,9665861c457cdabcc54bfd89d03d452135326302282d2a33a5a049f355b114a7
rq3g_java_070,rq0_0226,java,high,beautiful_trash,trash,clean,12f911059a70c6d69e0345aa2c27ee8fd0221f39452fd5a959ed79a0c824e2db,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_070.png,1028,1028,39,48,9,12,15,21,#272822,False,False,39.19217962813027,True,56ee92bdc5a7e12a59efee2a6e2aef5a74a190424ec9f454755df3a0ded6922b
rq3g_java_070,rq0_0226,java,high,ugly_trash,trash,ugly,12f911059a70c6d69e0345aa2c27ee8fd0221f39452fd5a959ed79a0c824e2db,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_070.png,676,541,39,35,12,11,13,15,#ffffff,True,True,76.22116547132703,True,2dd4c5f711d39f98dbdaa396077fc3e33ead82edd9a02b522de054e3fa16a770
rq3g_java_071,rq0_0157,java,high,golden,gold,clean,f60443fac04a34e1bcc5a5c015632c78698769c61e1b3086a23952e47edfd5c5,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_071.png,1028,713,30,33,3,12,15,21,#272822,False,False,42.728252578842955,True,9e7695120d323285d65c928ceac336e1cf35841611f5ea1130f16a0eecbd89b7
rq3g_java_071,rq0_0157,java,high,ugly_gold,gold,ugly,f60443fac04a34e1bcc5a5c015632c78698769c61e1b3086a23952e47edfd5c5,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_071.png,676,511,30,33,9,11,13,15,#ffffff,True,True,72.82866201066743,True,7aa5f9eab03a9c6de8d25d40af64d327d5227f89b24bfac789c795c32bbe6b65
rq3g_java_071,rq0_0157,java,high,beautiful_trash,trash,clean,d3d639694af301965dd03dceb54280a6d18331ae014c76ba1406f61986a993ec,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_071.png,1028,839,30,39,9,12,15,21,#272822,False,False,50.35808177785199,True,bb03eda1c02116f730844bcbe3f04b6b4e2560daf48c07d8914da76221dbb2fe
rq3g_java_071,rq0_0157,java,high,ugly_trash,trash,ugly,d3d639694af301965dd03dceb54280a6d18331ae014c76ba1406f61986a993ec,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_071.png,676,601,30,39,16,11,13,15,#ffffff,True,True,82.02604145058397,True,8f1297cc9896fd04cc246ca2240d98ce4575fc90e74fe00e5732798183b4ad37
rq3g_java_072,rq0_0140,java,high,golden,gold,clean,7ce21bc04e23caa7b21790fc9f7e0d9156957b86cf673c25736f544ee47f5ae2,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_072.png,1028,1091,49,51,2,12,15,21,#272822,False,False,38.08221459990767,True,75d7c83b24c47252a655bc20a1cfc66d4059dbd5284d732bd0f385ea384f4655
rq3g_java_072,rq0_0140,java,high,ugly_gold,gold,ugly,7ce21bc04e23caa7b21790fc9f7e0d9156957b86cf673c25736f544ee47f5ae2,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_072.png,676,601,49,39,4,11,13,15,#ffffff,True,True,71.81177362754065,True,68e0dfadf16355e51d9de5a42a059f6d50133e1f9177fffdbf9cc0a102500945
rq3g_java_072,rq0_0140,java,high,beautiful_trash,trash,clean,83fb2cdfad4c878b1bc77c7f53be07391d283634dcf6abacff6dd641dee9b788,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_072.png,1028,1385,49,65,16,12,15,21,#272822,False,False,48.94640180685672,True,cf4a696fb18c6a4bb9d4f521a4e20a47bd17301a001c45aedf20d7519388a4fc
rq3g_java_072,rq0_0140,java,high,ugly_trash,trash,ugly,83fb2cdfad4c878b1bc77c7f53be07391d283634dcf6abacff6dd641dee9b788,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_072.png,676,826,49,54,21,11,13,15,#ffffff,True,True,84.68920987703383,True,a3832b50f63c43b5f5b2faa4c89f4eaf499caed617226290c3695a6e5d19b4c9
rq3g_java_073,rq0_0102,java,high,golden,gold,clean,f74169feb4bea52317c15a83298c834c1941c3d417060998aab998d6560f3da8,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_073.png,1028,230,10,10,0,12,15,21,#272822,False,False,23.477328270705275,True,e38475f139f07e8e21fefb834cfaafe47a060b1cfe200e74f650df038f2186b3
rq3g_java_073,rq0_0102,java,high,ugly_gold,gold,ugly,f74169feb4bea52317c15a83298c834c1941c3d417060998aab998d6560f3da8,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_073.png,676,151,10,9,0,11,13,15,#ffffff,True,True,41.514342363130645,True,90ca6c58fc917a6a56778bc97cb99c6321126f2e0e791714863bda537e99b005
rq3g_java_073,rq0_0102,java,high,beautiful_trash,trash,clean,326a74975169fe32dfaeadc2e72df933ade879dd825bf9c575fb6d33a0d2d512,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_073.png,1028,230,10,10,0,12,15,21,#272822,False,False,32.414666333732654,True,edb0bd61c27989ed2722e6b5413f423ac126fc95b83e33a178736c023f429412
rq3g_java_073,rq0_0102,java,high,ugly_trash,trash,ugly,326a74975169fe32dfaeadc2e72df933ade879dd825bf9c575fb6d33a0d2d512,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_073.png,676,151,10,9,0,11,13,15,#ffffff,True,True,58.33413258034878,True,6cbadf670d3294aff18d63c2702fe4da14a067818c4111ae8ba99afdf7606253
rq3g_java_074,rq0_0137,java,high,golden,gold,clean,d18b11f45655004d369fb42ab9d82ec8079825facf5b9afa161bad11402d357f,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_074.png,1028,650,30,30,0,12,15,21,#272822,False,False,47.00184867136718,True,531bd60100672bde483ac8064c67eb290e62b62ee105356ff3b93a66a4afbde2
rq3g_java_074,rq0_0137,java,high,ugly_gold,gold,ugly,d18b11f45655004d369fb42ab9d82ec8079825facf5b9afa161bad11402d357f,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_074.png,676,481,30,31,3,11,13,15,#ffffff,True,True,80.51164612802128,True,9a8cee99118c40f368fba6bfe0c0ac44f06ac439d23f17cba4f1eabb18ec64a6
rq3g_java_074,rq0_0137,java,high,beautiful_trash,trash,clean,31f4e6952ccd359517f4bcdc836a7438d90016a867d14bef3fa7db58dd15034a,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_074.png,1028,755,30,35,5,12,15,21,#272822,False,False,53.43996543312496,True,211cf23525ddfab278c39ba0bf67be609a6ad9c6971d1ea293528c99f577578d
rq3g_java_074,rq0_0137,java,high,ugly_trash,trash,ugly,31f4e6952ccd359517f4bcdc836a7438d90016a867d14bef3fa7db58dd15034a,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_074.png,676,631,30,41,13,11,13,15,#ffffff,True,True,85.59805337077186,True,1ce7cd081ad8a204c0ab3b7f1a9904a92a705a0e1a0f15c6b60a462cf6358943
rq3g_java_075,rq0_0015,java,high,golden,gold,clean,9e4d7492f610461e6348dd56115ad38b4ac4b0ad7781e2328e1a7e4524efe512,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_075.png,1028,167,7,7,0,12,15,21,#272822,False,False,36.11755123469723,True,66afe94af2c6049d5eb45f2d88a05144a5c65a0aeafcea46c68499dc299f012b
rq3g_java_075,rq0_0015,java,high,ugly_gold,gold,ugly,9e4d7492f610461e6348dd56115ad38b4ac4b0ad7781e2328e1a7e4524efe512,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_075.png,676,76,7,4,0,11,13,15,#ffffff,True,True,72.88695745186108,True,1809b370763c80c3f107f3f5e98489ea3f7f625db082f1fc130d758774d2683f
rq3g_java_075,rq0_0015,java,high,beautiful_trash,trash,clean,bf7a81a9deb0247fa2186121f563efc7ddd5d86eef60824da4ddf54de0581caa,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_075.png,1028,209,7,9,2,12,15,21,#272822,False,False,49.700046230168056,True,161924ec1ec106eea1b33c4479666ca0839667c42e4bbb44d3583816122ae21e
rq3g_java_075,rq0_0015,java,high,ugly_trash,trash,ugly,bf7a81a9deb0247fa2186121f563efc7ddd5d86eef60824da4ddf54de0581caa,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_075.png,676,136,7,8,4,11,13,15,#ffffff,True,True,82.610845545853,True,96b624acfa297ca7788fb5721009477b87f6c3241ca421d40498dae7e22f6e1c
rq3g_java_076,rq0_0223,java,high,golden,gold,clean,07598eaddb737632fbba2ad40195eab9d184b6a4ca5183fb94eafccd98741e39,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_076.png,1028,902,42,42,0,12,15,21,#272822,False,False,36.93745015562563,True,63c78084754a2d307459bc05e232a1aefe2c1aaa86ecda90839784cd19986fd4
rq3g_java_076,rq0_0223,java,high,ugly_gold,gold,ugly,07598eaddb737632fbba2ad40195eab9d184b6a4ca5183fb94eafccd98741e39,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_076.png,676,706,42,46,5,11,13,15,#ffffff,True,True,65.9227449889294,True,7b7bc33f302998843012514d8b1e5eacef6edd5b6015c72db4ebbd4cf9f16830
rq3g_java_076,rq0_0223,java,high,beautiful_trash,trash,clean,a0ca56e409f05a6e87c6c586a9a2ffc2ac02a261c72f2674d3a28e36dcbf7387,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_076.png,1028,1112,42,52,10,12,15,21,#272822,False,False,47.22095252745023,True,4c9c918a35c7343f398b2e44fe1f4488544a7df50f66584679f904a28bdd9d93
rq3g_java_076,rq0_0223,java,high,ugly_trash,trash,ugly,a0ca56e409f05a6e87c6c586a9a2ffc2ac02a261c72f2674d3a28e36dcbf7387,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_076.png,676,766,42,50,16,11,13,15,#ffffff,True,True,78.12376766041409,True,c474f423da5c3be5397b57e4f1c92ee8c7d971d15635c1f1e9f89a225bf9b112
rq3g_java_077,rq0_0235,java,high,golden,gold,clean,d325038a0753492d167f441660b06f6cc09cfa118b941c6d7a74ff03dd89c104,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_077.png,1028,608,26,28,2,12,15,21,#272822,False,False,42.719946794923686,True,e35afc99fd6cce1d3467944c2177802a46e661e3afbcc8b2007bb8521943eadb
rq3g_java_077,rq0_0235,java,high,ugly_gold,gold,ugly,d325038a0753492d167f441660b06f6cc09cfa118b941c6d7a74ff03dd89c104,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_077.png,676,451,26,29,3,11,13,15,#ffffff,True,True,72.70315286748732,True,bb964a91424c263b5c3d2d7589e979324a7d250e666de14e994d3b717b78ac0b
rq3g_java_077,rq0_0235,java,high,beautiful_trash,trash,clean,097b2be81287952e18a5ce807a7b8089c388270cb8237155fd18db184bed9c6f,results/grounded_protocol_3lang_20260721/rq3/rendered/beautiful_trash/rq3g_java_077.png,1028,839,26,39,13,12,15,21,#272822,False,False,53.85801740267328,True,e63516723cc5071a678da94b51d557d8488a19bfec22855c8d4c850aeb7069b8
rq3g_java_077,rq0_0235,java,high,ugly_trash,trash,ugly,097b2be81287952e18a5ce807a7b8089c388270cb8237155fd18db184bed9c6f,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_trash/rq3g_java_077.png,676,706,26,46,20,11,13,15,#ffffff,True,True,82.62231638742863,True,4a6cea77ec2754b8620ec6f56befcd5c95192e8c4f27ed5501be691152f81d9a
rq3g_java_078,rq0_0265,java,high,golden,gold,clean,4e410a5b4cffc04e809736e6446aa6dd4dcac25a350aa15c68dc30b9aaba7f2e,results/grounded_protocol_3lang_20260721/rq3/rendered/golden/rq3g_java_078.png,1028,419,19,19,0,12,15,21,#272822,False,False,35.69042243060358,True,5a8326937bca098b275b5f1cb7147be5fc0050c9bd257210b55ac30810f5e33c
rq3g_java_078,rq0_0265,java,high,ugly_gold,gold,ugly,4e410a5b4cffc04e809736e6446aa6dd4dcac25a350aa15c68dc30b9aaba7f2e,results/grounded_protocol_3lang_20260721/rq3/rendered/ugly_gold/rq3g_java_078.png,676,301,19,19,0,11,13,15,#ffffff,True,True,66.13449510086654,True,0c7f312beec5fa2409847cc3e1606971fc601e1af035f21d5100a637e0245420
